"SITE","LINE","FL50","TC","BIO","SITE2"
"TMPL",180,"151","79","0.384963636","TMPL"
"TMPL",181,"*","*","*","TMPL"
"TMPL",182,"153","82","0.217777778","TMPL"
"TMPL",184,"160","319","0.885985507","TMPL"
"TMPL",185,"136","76","0.1157608695","TMPL"
"TMPL",186,"172","239","0.554809783","TMPL"
"TMPL",187,"181","265","0.737450704","TMPL"
"TMPL",188,"162.5","84.5","0.303510204","TMPL"
"TMPL",189,"139","131","0.288385321","TMPL"
"TMPL",190,"172","253","0.229325301","TMPL"
"TMPL",191,"160","195","0.492798658","TMPL"
"TMPL",192,"161.5","236","0.5926877235","TMPL"
"TMPL",193,"183","105","0.356552795","TMPL"
"TMPL",194,"188","174","0.726776471","TMPL"
"TMPL",195,"151","109","0.173358025","TMPL"
"TMPL",196,"181","81","0.318174274","TMPL"
"TMPL",197,"176","83","0.448060345","TMPL"
"TMPL",198,"151","156","0.443120567","TMPL"
"TMPL",199,"181","232","0.586676923","TMPL"
"TMPL",200,"153","157","0.6042","TMPL"
"TMPL",201,"176","132","0.402987013","TMPL"
"TMPL",202,"153","236","0.243492754","TMPL"
"TMPL",203,"144","247","0.435615108","TMPL"
"TMPL",204,"133","161","0.105","TMPL"
"TMPL",205,"160","90","0.1355482665","TMPL"
"TMPL",206,"*","*","*","TMPL"
"TMPL",207,"158","63","0.213119403","TMPL"
"TMPL",208,"151","47","0.037","TMPL"
"TMPL",209,"149","97","0.326428571","TMPL"
"TMPL",210,"193","147","0.400317757","TMPL"
"TMPL",211,"174","43","0.032","TMPL"
"TMPL",212,"151","193","0.446789474","TMPL"
"TMPL",213,"174.5","140.5","0.2519971895","TMPL"
"TMPL",214,"199","42","0.064","TMPL"
"TMPL",215,"152","228.5","0.275848515","TMPL"
"TMPL",216,"146","90","0.107294118","TMPL"
"TMPL",217,"149","110","0.345","TMPL"
"TMPL",218,"160","115","0.483823529","TMPL"
"TMPL",219,"179","115","0.467138889","TMPL"
"TMPL",220,"155.5","169.5","0.471626272","TMPL"
"TMPL",221,"158","179","0.391076923","TMPL"
"TMPL",222,"172","163","0.303490909","TMPL"
"TMPL",223,"165","298","0.62717757","TMPL"
"TMPL",224,"176.5","204.5","0.7098241855","TMPL"
"TMPL",225,"137","150","0.307858108","TMPL"
"TMPL",226,"153","90","0.199037736","TMPL"
"TMPL",227,"181","96","0.179138462","TMPL"
"TMPL",228,"149.5","199.5","0.341127193","TMPL"
"TMPL",229,"153","59","0.223272727","TMPL"
"TMPL",230,"153","137","0.263387097","TMPL"
"TMPL",231,"*","*","*","TMPL"
"TMPL",232,"172","157","0.472186047","TMPL"
"TMPL",233,"172","68","0.142142857","TMPL"
"TMPL",234,"160","180","0.550523077","TMPL"
"TMPL",235,"146","174","0.296958621","TMPL"
"TMPL",236,"*","*","*","TMPL"
"TMPL",237,"149","71","0.13175","TMPL"
"TMPL",238,"183","157","0.744748858","TMPL"
"TMPL",239,"177","73","0.261388889","TMPL"
"TMPL",240,"153","179","0.400516129","TMPL"
"TMPL",241,"172","73","0.181697248","TMPL"
"TMPL",242,"160","112","0.218571429","TMPL"
"TMPL",243,"142.5","138.5","0.277209394","TMPL"
"TMPL",244,"172","202","0.710150685","TMPL"
"TMPL",245,"177","172","0.440617886","TMPL"
"TMPL",246,"172","152","0.406736842","TMPL"
"TMPL",247,"181","205","0.682905405","TMPL"
"TMPL",248,"176","213","0.750201342","TMPL"
"TMPL",249,"181","217","0.886779661","TMPL"
"TMPL",250,"172","98","0.44309816","TMPL"
"TMPL",251,"190","108","0.347601504","TMPL"
"TMPL",252,"149","144.5","0.3354","TMPL"
"TMPL",253,"163","292","0.830444444","TMPL"
"TMPL",254,"141","148","0.29625","TMPL"
"TMPL",255,"151","162","0.263514563","TMPL"
"TMPL",256,"*","*","*","TMPL"
"TMPL",257,"149","93","0.261591837","TMPL"
"TMPL",258,"141","244","0.4704","TMPL"
"TMPL",259,"153","99","0.22831875","TMPL"
"TMPL",260,"172","173","0.75011215","TMPL"
"TMPL",261,"174","108","0.227264516","TMPL"
"TMPL",262,"179","141","0.388571429","TMPL"
"TMPL",263,"172","115","0.30395122","TMPL"
"TMPL",264,"181","103","0.253922078","TMPL"
"TMPL",265,"149","242","0.563531915","TMPL"
"TMPL",266,"153","89","0.27675","TMPL"
"TMPL",267,"183","99","0.29204","TMPL"
"TMPL",268,"163","71","0.540116505","TMPL"
"TMPL",269,"153","103","0.07935","TMPL"
"TMPL",270,"170.5","137.5","0.5130006935","TMPL"
"TMPL",271,"151","252","0.555446809","TMPL"
"TMPL",272,"150","151","0.310666667","TMPL"
"TMPL",273,"*","*","*","TMPL"
"TMPL",274,"151","142","0.301263158","TMPL"
"TMPL",275,"160","92","0.194275862","TMPL"
"TMPL",276,"*","*","*","TMPL"
"TMPL",277,"177","491","1.450238806","TMPL"
"TMPL",278,"150","210","0.666585859","TMPL"
"TMPL",279,"181","47","0.105818182","TMPL"
"TMPL",280,"160","103","0.281153846","TMPL"
"TMPL",281,"155","159","0.2438","TMPL"
"TMPL",282,"166","166","0.4485","TMPL"
"TMPL",283,"141.5","117.5","0.191839844","TMPL"
"TMPL",284,"172","258","0.707676768","TMPL"
"TMPL",285,"172","245","0.919525692","TMPL"
"TMPL",286,"151","84","0.284252336","TMPL"
"TMPL",287,"*","*","*","TMPL"
"TMPL",288,"169","117","0.452282828","TMPL"
"TMPL",289,"165","110","0.392880952","TMPL"
"TMPL",290,"176","73","0.132","TMPL"
"TMPL",291,"133","187","0.430122581","TMPL"
"TMPL",292,"152","117.5","0.2925267855","TMPL"
"TMPL",293,"146","270","0.37525","TMPL"
"TMPL",294,"160","96","0.185061404","TMPL"
"TMPL",296,"179","111","0.317234043","TMPL"
"TMPL",297,"181","147","0.613514019","TMPL"
"TMPL",298,"*","*","*","TMPL"
"TMPL",299,"153","121","0.189807692","TMPL"
"TMPL",300,"179","112","0.385142857","TMPL"
"TMPL",301,"144","159","0.2833104775","TMPL"
"TMPL",302,"144.5","87","0.102442623","TMPL"
"TMPL",303,"139","150","0.66909375","TMPL"
"TMPL",304,"169","278","0.504759259","TMPL"
"TMPL",305,"153","180","0.378453488","TMPL"
"TMPL",306,"149","118","0.340214286","TMPL"
"TMPL",307,"181","206","0.300423077","TMPL"
"TMPL",308,"169","320","0.831139535","TMPL"
"TMPL",310,"153","148","0.234708661","TMPL"
"TMPL",311,"153","112","0.284097561","TMPL"
"TMPL",312,"181","124","0.570176634","TMPL"
"TMPL",313,"134","280","0.733762712","TMPL"
"TMPL",314,"153","64","0.126601695","TMPL"
"TMPL",315,"153","115","0.163235294","TMPL"
"TMPL",316,"149","255","0.5376","TMPL"
"TMPL",317,"*","*","*","TMPL"
"TMPL",318,"153","185","0.323850932","TMPL"
"TMPL",319,"151","164","0.332121212","TMPL"
"TMPL",320,"181","118","0.54308642","TMPL"
"TMPL",322,"162","118","0.401240642","TMPL"
"TMPL",323,"172","216","0.355909091","TMPL"
"TMPL",324,"153","171","0.599305556","TMPL"
"TMPL",325,"153","311","0.810666667","TMPL"
"TMPL",326,"174","182","0.453534247","TMPL"
"TMPL",327,"169","67","0.074","TMPL"
"TMPL",328,"181","165","0.607321101","TMPL"
"TMPL",330,"133","266","0.402141732","TMPL"
"TMPL",332,"179","75","0.198179487","TMPL"
"TMPL",333,"186","135","0.37439011","TMPL"
"TMPL",334,"181","295","0.804872727","TMPL"
"TMPL",335,"*","*","*","TMPL"
"TMPL",336,"199","155","0.371538462","TMPL"
"TMPL",337,"160","175","0.25242268","TMPL"
"TMPL",338,"151","164","0.545769231","TMPL"
"TMPL",339,"144","79","0.187347222","TMPL"
"TMPL",340,"*","*","*","TMPL"
"TMPL",341,"153","67","0.098035714","TMPL"
"TMPL",342,"145","80","0.2153181815","TMPL"
"TMPL",343,"153","168","0.276","TMPL"
"TMPL",344,"172","46","0.051","TMPL"
"TMPL",345,"132","50","*","TMPL"
"TMPL",346,"168","75","0.1578782925","TMPL"
"TMPL",347,"136.5","122.5","0.187826087","TMPL"
"TMPL",349,"172","115","0.275844156","TMPL"
"TMPL",350,"172","147","0.494265734","TMPL"
"TMPL",352,"*","*","*","TMPL"
"TMPL",353,"174","138.5","0.2826175645","TMPL"
"TMPL",354,"160","104","0.315","TMPL"
"TMPL",355,"162.5","154.5","0.414552795","TMPL"
"TMPL",356,"149","121","0.133136364","TMPL"
"TMPL",358,"160","238","0.574768786","TMPL"
"TMPL",359,"153","199","0.412022901","TMPL"
"TMPL",360,"152","207","0.450790355","TMPL"
"TMPL",361,"160","206","0.314695652","TMPL"
"TMPL",362,"172","102","0.709574468","TMPL"
"TMPL",363,"181","120","0.308474576","TMPL"
"TMPL",364,"166","168","0.684307692","TMPL"
"TMPL",365,"133","33","0.024","TMPL"
"TMPL",366,"139","138","0.31140708","TMPL"
"TMPL",367,"153","247","0.856458599","TMPL"
"TMPL",368,"166","70","0.187058824","TMPL"
"TMPL",369,"153","183","0.996506098","TMPL"
"TMPL",370,"158","299","0.5","TMPL"
"TMPL",371,"181","201","0.638241379","TMPL"
"TMPL",372,"149","210","0.672692308","TMPL"
"TMPL",373,"172","124","0.392190476","TMPL"
"TMPL",374,"146","67","0.153834862","TMPL"
"TMPL",375,"172","51","0.231474747","TMPL"
"TMPL",376,"152","76","0.1278332315","TMPL"
"TMPL",377,"173","117","0.188772936","TMPL"
"TMPL",378,"188","70","0.185","TMPL"
"TMPL",379,"172","52","0.157428571","TMPL"
"TMPL",380,"151","113","0.421875","TMPL"
"TMPL",381,"149","207","0.451186463","TMPL"
"TMPL",382,"166","135","0.4437356405","TMPL"
"TMPL",383,"149","96","0.334714286","TMPL"
"TMPL",384,"144","166","0.344","TMPL"
"TMPL",386,"183","43","*","TMPL"
"TMPL",388,"153","87","0.166","TMPL"
"TMPL",389,"158","247","0.643788732","TMPL"
"TMPL",390,"172","139.5","0.573077491","TMPL"
"TMPL",391,"166","61","0.117045045","TMPL"
"TMPL",392,"151","70","0.178","TMPL"
"TMPL",393,"*","*","*","TMPL"
"TMPL",394,"140","51","0.051","TMPL"
"TMPL",395,"153","136","0.339783951","TMPL"
"TMPL",396,"153","122","0.283043478","TMPL"
"TMPL",397,"176.5","131.5","0.196536434","TMPL"
"TMPL",398,"153","178","0.575854545","TMPL"
"TMPL",399,"144","173","0.259609023","TMPL"
"TMPL",400,"163","199","0.531525424","TMPL"
"TMPL",402,"181","289","0.9385","TMPL"
"TMPL",403,"146","432","0.510125","TMPL"
"TMPL",404,"144","70","0.114","TMPL"
